Asset;Data;Hora;Último;Abertura;Máximo;Mínimo;Fechamento Anterior;Variação;Variação(pts);Negócios;QUL;Quantidade;Volume;Of. Compra;Of. Venda;VOC;VOV;Ajuste;Aj. Anterior;IFR (RSI);coleta_bid_ask;PHANTOM_Data_Scanner;super_dom;Prior Cote Ajuste;TR - Saldo Acumulado de Agressão;TR - Volume de Agressão - Saldo;VWAP
[R] WINJ26;26/03/2026;09:17:48;184820;184895;185355;183995;186850;-1,086432968;-2030;438304;1;1044419;38598731350;184830;184830;28;2;0;186919;50,28;184.830,00 184.830,00;-29.675,00 21,78 -0,06 26,00 186.850,00 55,50;31.271,11 31.271,11;177.474,00;-29.675,00;-29.675;184.786
