Asset;Data;Hora;Máximo;Mínimo;Fechamento Anterior;Quantidade;COLETOR_AGRESSAO_V3;COLETOR_AMPLITUDE_V3;COLETOR_BOOK_V3;COLETOR_PRECO_V3;COLETOR_VWAP_V3
[R] WINJ26;01/04/2026;10:06:36;190255;188750;188885;3737119;-77.560,00;1.505,00;-3.422,00;188.815,00;189.524,05
